name,address,city,country,province,latitude,longitude,categories,price_range_min,price_range_max
Proto's Pizzeria Napoletana,600 S Airport Rd,Longmont,US,Colorado,40.151189,-105.153883,Restaurant and Pizza Place,0,25
Harris Pizza #1,3903 14th Ave,Rock Island,US,Illinois,41.497507,-90.546189,Restaurant and Pizza Place,0,25
Geraci's,2266 Warrensville Center Rd,Cleveland,US,Ohio,41.498216,-81.536786,Restaurant and Pizza Place,25,40
Julio's Pizza,11651 Artesia Blvd,Artesia,US,California,33.873432,-118.08536,Restaurant and Pizza Place,0,25
John's Pizzeria,9010 Davison Rd,Davison,US,Michigan,43.033853,-83.536812,Restaurant and Pizza Place,0,25
Andre's Pizza,7000 Westwind Dr,El Paso,US,Texas,31.852781,-106.541195,Restaurant and Pizza Place,0,25
Tomatoes Apizza,29275 W 14 Mile Rd,Farmington,US,Michigan,42.529016,-83.338446,Restaurant and Pizza Place,0,25
Joe's Pizza,3009a Middletown Rd,Bronx,US,New York,40.843982,-73.830015,Restaurant and Pizza Place,0,25
Guppy's Pizza,421 Water St,Eau Claire,US,Wisconsin,44.80206,-91.508792,Restaurant and Pizza Place,0,25
Vulcano 081,43 N Village Ave,Rockville Centre,US,New York,40.657929,-73.647507,Restaurant and Pizza Place,0,25
Mike's Pizzeria Italian Restaurant /Brodheadsville,1421 Route 209,Brodheadsville,US,Pennsylvania,40.917384,-75.422768,Traditional Pizza Place,0,25
Hungry Howie's,1874 Whittaker Rd,Ypsilanti,US,Michigan,42.213952,-83.620798,Restaurant and Pizza Place,25,40
Frazer Pizza,577 Lancaster Ave,Malvern,US,Pennsylvania,40.035917,-75.572552,Restaurant and Pizza Place,0,25
Scarr's Pizza,22 Orchard St,New York,US,New York,40.715343,-73.99139,Restaurant and Pizza Place,0,25
Juliano's,5950 Richmond Hwy,Alexandria,US,Virginia,38.787815,-77.067047,Restaurant and Pizza Place,0,25
Brooklyn Pizza Company,534 N 4th Ave,Tucson,US,Arizona,32.228578,-110.965641,Restaurant and Pizza Place,0,25
Mancino's Italian Eatery,4152 E Blue Grass Rd,Mount Pleasant,US,Michigan,43.57533,-84.762901,Restaurant and Pizza Place,0,25
Jagger's,1799 Briarcliff Rd NE,Atlanta,US,Georgia,33.804337,-84.337758,Restaurant and Pizza Place,0,25
Classic Slice,2797 S Kinnickinnic Ave,Milwaukee,US,Wisconsin,42.994076,-87.893369,Restaurant and Pizza Place,25,40
Tampa Pizza Company,777 N Ashley Dr Ste C,Tampa,US,Florida,27.9498,-82.460221,Restaurant and Pizza Place,0,25
Frank Pepe Pizzeria Napoletana,1955 Central Park Ave,Yonkers,US,New York,40.96538,-73.838835,Restaurant and Pizza Place,25,40
Italia Express,4000 Cedar Springs Rd,Dallas,US,Texas,32.8113,-96.811084,Italian Restaurant,0,25
Pizza Hut,2019 Westchester Avenue,Bronx,US,New York,40.833864,-73.857013,Restaurant and Pizza Place,0,25
Hungry Howie's Pizza,4470 Lafayette St,Marianna,US,Florida,30.774016,-85.223161,Restaurant and Pizza Place,0,25
Franzone's,1940 Main Ave,Conshohocken,US,Pennsylvania,40.096012,-75.29329,Restaurant and Pizza Place,0,25
Hungry Howie's Pizza,2701 SW College Rd,Ocala,US,Florida,29.166071,-82.168943,Restaurant and Pizza Place,0,25
Piazza Pizza,3106 42nd St,Astoria,US,New York,40.760503,-73.915634,Restaurant and Pizza Place,0,25
Papa Murphy's,2042 Ford Pkwy,Saint Paul,US,Minnesota,44.917971,-93.186658,Restaurant and Pizza Place,0,25
Papa Murphy's,7924 Highway 7,Minneapolis,US,Minnesota,44.936969,-93.379939,Restaurant and Pizza Place,0,25
Home Slice Pizza,28 S Saint Clair St,Toledo,US,Ohio,41.646752,-83.538866,Restaurant and Pizza Place,25,40
Angelo's Pizza,2117 Cortelyou Rd,Brooklyn,US,New York,40.644086,-73.958112,Restaurant and Pizza Place,0,25
Bona Pizza,1204 Flatbush Ave,Brooklyn,US,New York,40.641,-73.95613,Restaurant and Pizza Place,0,25
Pie Five Pizza Co.,6440 N MacArthur Blvd,Irving,US,Texas,32.896774,-96.958238,Restaurant and Pizza Place,0,25
Hungry Howie's Pizza,1400 N Wayne St,Angola,US,Indiana,41.65126,-84.999515,Restaurant and Pizza Place,25,40
Domino's Pizza,9 Cooper St,Babylon,US,New York,40.697452,-73.319066,Restaurant and Pizza Place,0,25
Pizza Works,88 Henry St,Saratoga Springs,US,New York,43.08242,-73.782332,Restaurant and Pizza Place,5,25
Roma Pizzeria,5099 Mission St,San Francisco,US,California,37.717244,-122.440415,Restaurant and Pizza Place,0,25
Mary's Pizza Shack,711 Pleasant Grove Blvd,Roseville,US,California,38.791198,-121.27821,Italian Restaurant,25,40
California Pizza Kitchen,1151 Newport Center Drive,Newport Beach,US,California,33.608641,-117.878113,Restaurant and Pizza Place,25,40
Casa Mia Italian Restaurant and Pizzeria,134 Prarie Park,Yelm,US,Washington,46.939133,-122.599708,Italian Restaurant,25,40
Jet's Pizza,415 17th Ave N,Hopkins,US,Minnesota,44.932034,-93.421134,Restaurant and Pizza Place,0,25
Mario's Pizzeria,13 King St,Chappaqua,US,New York,41.15918,-73.77237,Restaurant and Pizza Place,0,25
Pies and Pints Pizzeria,219 W Maple Ave,Fayetteville,US,West Virginia,38.05101,-81.105851,Restaurant and Pizza Place,25,40
Z-Place Pizza,538 Warren St,Huntington,US,Indiana,40.88268,-85.49424,Restaurant and Pizza Place,25,40
Fist of Flour Pizza Co. Doughjo,4166 Macarthur Blvd,Oakland,US,California,37.788708,-122.195776,Restaurant and Pizza Place,25,40
The Sicilian,229 Prospect Park W,Brooklyn,US,New York,40.659941,-73.980558,Restaurant and Pizza Place,0,25
Domino's Pizza,2600 Ardmore Blvd,Pittsburgh,US,Pennsylvania,40.4108,-79.8442,Restaurant and Pizza Place,0,25
Papa John's Pizza,5230 Baymeadows Rd,Jacksonville,US,Florida,30.220122,-81.59192,Restaurant and Pizza Place,0,25
Pizza Guys,3675 J St,Sacramento,US,California,38.570609,-121.457053,Restaurant and Pizza Place,0,25
Pizza State,6133 South Alameda St,Corpus Christi,US,Texas,27.718476,-97.334321,Restaurant and Pizza Place,0,25
Red Brick Pizza,140 Crescent Dr,Pleasant Hill,US,California,37.9445,-122.061768,Restaurant and Pizza Place,0,25
Belleria,8485 Market St,Youngstown,US,Ohio,40.99221,-80.662701,Restaurant and Pizza Place,0,25
Bella Pizza,4085 Atlantic Ave,Long Beach,US,California,33.831455,-118.185441,Restaurant and Pizza Place,25,40
Rocky Rococo,11319 W Bluemound Rd,Milwaukee,US,Wisconsin,43.035422,-88.05455,Restaurant and Pizza Place,0,25
Rocky Rococo,1075 Summit Ave,Oconomowoc,US,Wisconsin,43.095313,-88.480235,Restaurant and Pizza Place,0,25
Rocky Rococo,4849 S Howell Ave,Milwaukee,US,Wisconsin,42.955681,-87.909792,Restaurant and Pizza Place,25,40
Rocky Rococo,2500 N Mayfair Rd,Milwaukee,US,Wisconsin,43.063948,-88.04333,Restaurant and Pizza Place,0,25
Little Caesar's Pizza,2237 E Colorado Blvd,Pasadena,US,California,34.146443,-118.104402,Restaurant and Pizza Place,0,25
Federal Pizza,5210 N Central Ave,Phoenix,US,Arizona,33.513545,-112.074085,Italian Restaurant,25,40
Tutto Pizza,1763 SW 3rd Ave,Miami,US,Florida,25.760621,-80.200409,Restaurant and Pizza Place,0,25
Baked on Main,22 S Main St,Doylestown,US,Pennsylvania,40.309377,-75.130572,Restaurant and Pizza Place,0,25
Fornino,849 Manhattan Ave,Brooklyn,US,New York,40.729058,-73.953842,Restaurant and Pizza Place,25,40
Pie Five Pizza Co,3400 E Hebron Pkwy,Carrollton,US,Texas,33.025489,-96.842623,Restaurant and Pizza Place,0,25
Lucy Blue Pizza,1126 Main St,Cincinnati,US,Ohio,39.108612,-84.511246,Restaurant and Pizza Place,0,25
Sbarro,3131 N Main St,Anderson,US,South Carolina,34.538975,-82.66776,Restaurant and Pizza Place,0,25
Sbarro,16535 Southwest Fwy,Sugar Land,US,Texas,29.592372,-95.628944,Restaurant and Pizza Place,0,25
The Warehouse Bar and Pizzeria,1419 W Fullerton ave,Chicago,US,Illinois,41.92513,-87.664113,Restaurant and Pizza Place,0,30
Lucky's Pizza,755 Main St,North Myrtle Beach,US,South Carolina,33.827017,-78.678645,Restaurant and Pizza Place,0,25
Stars and Stripes Pizza,2805 NW 122nd St,Oklahoma City,US,Oklahoma,35.595388,-97.565925,Restaurant and Pizza Place,0,25
Fiamma Pizza e Vino,1308 Buffalo Rd,Rochester,US,New York,43.150276,-77.685872,Italian Restaurant,25,40
Catania Pizza,319 Granby St,Norfolk,US,Virginia,36.8505,-76.29019,Restaurant and Pizza Place,0,25
A Pizza House,2625 Colby Ave,Everett,US,Washington,47.982433,-122.20813,Restaurant and Pizza Place,0,25
Brick Oven,10622 S River Front Pkwy,South Jordan,US,Utah,40.558405,-111.910233,Restaurant and Pizza Place,0,25
Downtown Pizza,1228 12th Ave,Grafton,US,Wisconsin,43.319532,-87.951749,Restaurant and Pizza Place,0,25
Stone Neapolitan Pizzeria,300 Liberty Ave,Pittsburgh,US,Pennsylvania,40.440551,-80.006183,Restaurant and Pizza Place,25,40
Three Sons Pizzeria,5729 61st St,Maspeth,US,New York,40.72217,-73.904366,Restaurant and Pizza Place,0,25
Lucky 13 Pizzeria,2517 Spring Rd SE,Smyrna,US,Georgia,33.883194,-84.480741,Restaurant and Pizza Place,0,25
2 Kings Pizza,453 Piermont Ave,Piermont,US,New York,41.039405,-73.915941,Restaurant and Pizza Place,0,25
Humble Pie,6149 N Scottsdale Rd,Scottsdale,US,Arizona,33.526604,-111.924627,Italian Restaurant,25,40
Seniore's Pizza,2518 Durant Ave,Berkeley,US,California,37.867867,-122.258576,Restaurant and Pizza Place,0,25
Sicilian Delight Pizzeria,40 Catherwood Rd,Ithaca,US,New York,42.481793,-76.491081,Restaurant and Pizza Place,0,25
I Love Ny Pizza,2080 Western Ave,Guilderland,US,New York,42.69776,-73.892398,Restaurant and Pizza Place,0,25
Red Rossa Napoli Pizza,3412 S Western Ave,Sioux Falls,US,South Dakota,43.514723,-96.751075,Restaurant and Pizza Place,25,40
Daddy Greens,352 Malcolm X Blvd,Brooklyn,US,New York,40.680796,-73.928618,Restaurant and Pizza Place,0,25
Farrelli's Wood Fire Pizza,210 Garfield St S,Tacoma,US,Washington,47.145961,-122.434992,Restaurant and Pizza Place,0,25
Brixx Wood Fired Pizza,4475 Roswell Rd,Marietta,US,Georgia,33.987059,-84.421051,Restaurant and Pizza Place,25,40
Pie Five Pizza Co,2600 W 7th St,Fort Worth,US,Texas,32.752089,-97.353293,Restaurant and Pizza Place,0,25
Bellerose Famous Pizza,7909 Main St,Flushing,US,New York,40.718536,-73.817258,Restaurant and Pizza Place,0,25
Pizza Hut,3137 Erie Blvd,Syracuse,US,New York,43.049684,-76.071504,Restaurant and Pizza Place,0,25
Roots Handmade Pizza,1924 W Chicago Ave,Chicago,US,Illinois,41.89621,-87.675651,American Restaurant,25,40
Romeo's Pizza,10320 Liberty Ave,Ozone Park,US,New York,40.681724,-73.837618,Restaurant and Pizza Place,0,25
Round Table Pizza,730 Kains Ave,San Bruno,US,California,37.627263,-122.416545,Restaurant and Pizza Place,0,25
Pizza Palermo,5440 Centre Ave,Pittsburgh,US,Pennsylvania,40.45649,-79.936661,Restaurant and Pizza Place,0,25
Pizza Stop,531 Malcolm X Blvd,New York,US,New York,40.815278,-73.940316,Restaurant and Pizza Place,0,25
Sal's Pizzeria,8507 Jamaica Ave,Woodhaven,US,New York,40.692526,-73.859024,Restaurant and Pizza Place,0,25
Pizzeria del Mercato,1154 W Fulton Mkt,Chicago,US,Illinois,41.886667,-87.656558,Restaurant and Pizza Place,0,25
RC's Pizza,1202 Kingwood Dr,Kingwood,US,Texas,30.049313,-95.238797,Restaurant and Pizza Place,25,40
Barro's Pizza,18425 N 51st Ave,Glendale,US,Arizona,33.6531,-112.16828,Restaurant and Pizza Place,0,25
Barro's Pizza,5135 N Dysart Rd,Litchfield Park,US,Arizona,33.510717,-112.340841,Restaurant and Pizza Place,0,25
Barro's Pizza,950 E Riggs Rd,Chandler,US,Arizona,33.220435,-111.824894,American Restaurant,0,25
Pantano's Kitchen,1308 Broadway,Hewlett,US,New York,40.638944,-73.70083,Restaurant and Pizza Place,0,25
Oxford Cafe,591 Lexington Ave,New York,US,New York,40.757662,-73.971498,Restaurant and Pizza Place,0,25
Stone Fired Pizza,627 Hoffner Ave,Orlando,US,Florida,28.475377,-81.369132,Restaurant and Pizza Place,0,25
161 Street Pizzeria,3252 Cahuenga Blvd W,Los Angeles,US,California,34.129717,-118.34903,Restaurant and Pizza Place,0,25
Mia's Pizza and Eats,911 Market Place Blvd,Cumming,US,Georgia,34.18102,-84.132585,Restaurant and Pizza Place,0,25
Naps Pizza,319 East St,Bloomsburg,US,Pennsylvania,41.003441,-76.451352,Restaurant and Pizza Place,0,25
Hana's Pizza,1376 Lexington Ave,New York,US,New York,40.782482,-73.953384,Restaurant and Pizza Place,20,30
Rosario's Pizzeria,100 Highland Ave,Clarks Summit,US,Pennsylvania,41.495688,-75.704594,Restaurant and Pizza Place,0,25
Champion Pizza SoHo,17 Cleveland Pl,New York,US,New York,40.721542,-73.997241,Restaurant and Pizza Place,0,25
Burke Street Pizza 2,3352 Robinhood Road,Winston-Salem,US,North Carolina,36.115951,-80.312684,Restaurant and Pizza Place,0,25
Quicky Wood Fired Pizza,8620 Fredericksburg Rd,San Antonio,US,Texas,29.520896,-98.573041,Restaurant and Pizza Place,0,25
Domino's Pizza,440 E 14th St,New York,US,New York,40.73062,-73.980941,Restaurant and Pizza Place,0,25
Pizza Beach,167 Orchard St,New York,US,New York,40.721299,-73.988744,Restaurant and Pizza Place,0,25
Pizza Hut,9253 Route 30,Irwin,US,Pennsylvania,40.321321,-79.693988,Restaurant and Pizza Place,0,25
LaRosa's Pizzeria,114 Glover Dr,Mount Orab,US,Ohio,39.044054,-83.9213,Restaurant and Pizza Place,0,25
LaRosa's Pizzeria,5806 Cheviot Rd,Cincinnati,US,Ohio,39.19909,-84.600951,Restaurant and Pizza Place,0,25
LaRosa's Pizzeria,11711 Princeton Pike,Cincinnati,US,Ohio,39.28865,-84.46943,Restaurant and Pizza Place,25,40
Bravo Pizza,21 Kugler Rd,Royersford,US,Pennsylvania,40.237577,-75.535644,Restaurant and Pizza Place,0,25
Ci Ci's Pizza,1485 GA138 SE,Conyers,US,Georgia,33.650954,-84.008799,Restaurant and Pizza Place,0,25
NY Giant Pizza,15817 Bernardo Center Dr,San Diego,US,California,33.005111,-117.091631,Restaurant and Pizza Place,0,25
Hungry Howie's Pizza,1707 Sardis Rd N,Charlotte,US,North Carolina,35.139486,-80.73718,Restaurant and Pizza Place,25,40
Onion,116 W 5th St,Austin,US,Texas,30.267373,-97.743406,Restaurant and Pizza Place,0,25
Donato's Pizza,10919 E Washington St,Indianapolis,US,Indiana,39.775584,-85.972796,Restaurant and Pizza Place,25,40
Sbarro,6800 Eastman Ave,Midland,US,Michigan,43.658034,-84.247154,Restaurant and Pizza Place,1,20
Sbarro,150 Central Mall,Salina,US,Kansas,38.802871,-97.609745,Restaurant and Pizza Place,0,25
Little Caesar's Pizza,2754 E Mckellips Rd,Mesa,US,Arizona,33.452128,-111.771201,Restaurant and Pizza Place,0,25
Little Caesar's Pizza,191 Outer Loop,Louisville,US,Kentucky,38.126531,-85.777837,Restaurant and Pizza Place,0,25
Little Caesar's Pizza,7201 Pendleton Pike,Indianapolis,US,Indiana,39.829203,-86.041967,Restaurant and Pizza Place,0,25
Little Caesar's Pizza,9701 Ford Ave,Richmond Hill,US,Georgia,31.951347,-81.313917,Restaurant and Pizza Place,0,25
Mark's Pizzeria,288 S Transit St,Lockport,US,New York,43.15943,-78.69685,Restaurant and Pizza Place,0,25
Pomodoro Pizza,14 Rector St,New York,US,New York,40.707994,-74.013647,Italian Restaurant,0,25
Little Italy Gourmet Pizza,11 Park Pl,New York,US,New York,40.712779,-74.008197,Italian Restaurant,0,25
Renzi's Pizzeria,6300 Battersby St,Philadelphia,US,Pennsylvania,40.029656,-75.062776,Restaurant and Pizza Place,0,25
Round Table Pizza,1901 Junipero Serra Blvd,Daly City,US,California,37.701907,-122.470537,American Restaurant,0,25
Westshore Pizza,5228 S Dale Mabry Hwy,Tampa,US,Florida,27.888698,-82.506289,Restaurant and Pizza Place,0,25
Two Brother's Pizza,19065 Beach Blvd,Huntington Beach,US,California,33.68544,-117.988848,Restaurant and Pizza Place,0,25
Massimo's Pizza,22311 Brookhurst St,Huntington Beach,US,California,33.641885,-117.957994,Restaurant and Pizza Place,0,25
Domino's Pizza,181 Church St,New York,US,New York,40.715619,-74.007053,Restaurant and Pizza Place,0,25
Snappy Tomato Pizza,9450 S Northshore Dr,Knoxville,US,Tennessee,35.86503,-84.06183,Restaurant and Pizza Place,0,25
Romeo's,66 Church St,Mercersburg,US,Pennsylvania,39.830639,-77.900885,Restaurant and Pizza Place,0,25
Pagalo's,119 1st Ave W,Milan,US,Illinois,41.453409,-90.567951,Restaurant and Pizza Place,0,25
212 New York Pizza,19998 Homestead Rd,Cupertino,US,California,37.337431,-122.022773,Restaurant and Pizza Place,0,25
Johnny's Pizza,6255 Zebulon Rd,Macon,US,Georgia,32.879953,-83.76712,Restaurant and Pizza Place,0,25
Papa Murphy's,571 Mid Rivers Mall Dr,Saint Peters,US,Missouri,38.78674,-90.628281,Restaurant and Pizza Place,0,25
Jet's Pizza,51100 D W Seaton Dr,New Baltimore,US,Michigan,42.676405,-82.774628,Restaurant and Pizza Place,0,25
Jet's Pizza,32622 7 Mile Rd,Livonia,US,Michigan,42.42629,-83.369035,Restaurant and Pizza Place,0,25
Jet's Pizza,37525 Harper Ave,Clinton Township,US,Michigan,42.572904,-82.871468,Restaurant and Pizza Place,0,25
Smith Brothers Pizza,790 Center St,Lewiston,US,New York,43.172767,-79.036084,Restaurant and Pizza Place,0,25
Domino's Pizza,1115 S Bethlehem Pike,Ambler,US,Pennsylvania,40.15753,-75.21401,Restaurant and Pizza Place,0,25
Lorenzo and Sons Pizza,305 South St,Philadelphia,US,Pennsylvania,39.941619,-75.147744,Italian Restaurant,0,25
Grimaldi's Pizzeria,446 N Campbell Ave,Tucson,US,Arizona,32.227154,-110.943778,Restaurant and Pizza Place,25,40
Da Nonna Rosa,140 7th Ave,Brooklyn,US,New York,40.672844,-73.976813,Restaurant and Pizza Place,25,40
Vino's Pizza,4268 Oldfield Crossing Dr,Jacksonville,US,Florida,30.16557,-81.60236,Restaurant and Pizza Place,0,25
Pizza Supreme,678 Stewart Ave,Garden City,US,New York,40.731106,-73.613991,Restaurant and Pizza Place,0,25
Chuck's North Street Pizzeria,35 North St,Buffalo,US,New York,42.902221,-78.870603,Restaurant and Pizza Place,0,25
Dino's Pizza,543 E Eighth St,Traverse City,US,Michigan,44.759399,-85.612496,Restaurant and Pizza Place,0,25
Frank's Pizza Palace,816 W College Ave,Appleton,US,Wisconsin,44.261847,-88.418477,Restaurant and Pizza Place,25,40
Raffaele's Pizza,7019 N 19th Ave,Phoenix,US,Arizona,33.539647,-112.099597,Italian Restaurant,0,25
Rosati's Pizza,5549 County Farm Rd,Hanover Park,US,Illinois,41.967381,-88.151613,Restaurant and Pizza Place,0,25
Rosati's Pizza,1165 W Spring St,South Elgin,US,Illinois,41.996174,-88.314005,Restaurant and Pizza Place,0,25
Mellow Mushroom,2809 Preston Rd,Frisco,US,Texas,33.10043,-96.80569,Restaurant and Pizza Place,25,40
Safety Harbor Pizzeria,100 Main St,Safety Harbor,US,Florida,27.990624,-82.688647,Restaurant and Pizza Place,0,25
Lazy Moon Pizza,11551 University Blvd,Orlando,US,Florida,28.59772,-81.21959,Restaurant and Pizza Place,0,25
Iaconos Italian Restaurant,4452 Kenny Rd,Columbus,US,Ohio,40.049343,-83.049356,Restaurant and Pizza Place,0,25
Marchello's,214 S Robertson Blvd,Beverly Hills,US,California,34.064467,-118.383511,Others,0,25
Johnny's New York Style Pizza,233 Broad Street,Rome,US,Georgia,34.25374,-85.17364,Restaurant and Pizza Place,0,25
Papa John's Pizza,162 S Jefferson St,Kittanning,US,Pennsylvania,40.814713,-79.519684,Traditional Pizza Place,0,25
Veltre's Pizza of White Oak,2812 State St,McKeesport,US,Pennsylvania,40.35253,-79.821489,Italian Restaurant,0,25
Sinapi's Pizza,1583 Route 22,Brewster,US,New York,41.425783,-73.578355,Traditional Pizza Place,0,25
3.99 Pizza Co 2,1931 W Badillo St,West Covina,US,California,34.087566,-117.944783,Traditional Pizza Place,0,25
Campisi's Restaurant - The Egyptian Lounge,5610 E Mockingbird Ln,Dallas,US,Texas,32.836311,-96.771643,Italian Restaurant,25,40
TK's Pizza,743 Missouri Ave Ste 3,Saint Robert,US,Missouri,37.805301,-92.14486,Traditional Pizza Place,0,25
Minuteman Pizza Parlor,7 W 41st St,Sand Springs,US,Oklahoma,36.105211,-96.120295,Restaurant and Pizza Place,0,25
Sports Fans,1723 Grant St,Bettendorf,US,Iowa,41.526104,-90.507784,Others,0,25
Red Boy Pizza,4100 Redwood Rd,Oakland,US,California,37.797881,-122.182371,Restaurant and Pizza Place,0,25
Gaspare's Pizza,5546 Geary Blvd,San Francisco,US,California,37.78045,-122.479201,Italian Restaurant,25,40
Reale's Pizza Cafe,13450 N Highway 183,Austin,US,Texas,30.446587,-97.791014,Italian Restaurant,25,40
Pudgy's Pizzeria,16919 Audrey St,Omaha,US,Nebraska,41.18923,-96.179548,Traditional Pizza Place,0,25
Double Decker Pizza,415 E Baltimore Ave,Media,US,Pennsylvania,39.915926,-75.382577,Restaurant and Pizza Place,0,25
Giannoni's,2600 SW Barton St Ste C3,Seattle,US,Washington,47.521389,-122.367028,Traditional Pizza Place,0,25
Pop's Backdoor South,3710 Shannon Rd,Durham,US,North Carolina,35.95663,-78.955936,Traditional Pizza Place,25,40
Brooklyn Brother's Pizza,1441 New Highway 96 W,Franklin,US,Tennessee,35.929535,-86.897394,Traditional Pizza Place,0,25
Barones The Pizzeria Express,22435 Ventura Blvd,Woodland Hills,US,California,34.168473,-118.615919,Restaurant and Pizza Place,0,25
