name,address,city,country,province,latitude,longitude,categories,price_range_min,price_range_max
La Villa Roma,305 E Market St Ste G,Leesburg,US,Virginia,39.112,-77.55995,Restaurant and Pizza Place,0,25
Petrilli's Pizza,110 S Mountain Ave,Upland,US,California,34.094086,-117.669716,Restaurant and Pizza Place,0,25
Evviva Woodfired Pizza,178 Sunset Ave,Edmonds,US,Washington,47.81249,-122.38166,Traditional Pizza Place,0,25
DJ's Pizza Plus,3471 Kelly St,Hudsonville,US,Michigan,42.865546,-85.86782,Restaurant and Pizza Place,0,25
West First Wood Fired Pizza,101B 1st Ave W,Hendersonville,US,North Carolina,35.31423303,-82.46009469,Traditional Pizza Place,0,25
My Father's Pizza,110 Cherry St,Black Mountain,US,North Carolina,35.61666607,-82.32092707,Traditional Pizza Place,25,40
Giordano's,1388 US Rt 12,Fox Lake,US,Illinois,42.36450043,-88.17008329,Traditional Pizza Place,0,25
Big Fella's Pizza and Wings,47 E Pike St,Canonsburg,US,Pennsylvania,40.25916276,-80.18519348,Traditional Pizza Place,0,25
Affamato's Pizza & Italian Restaurant,431 S Trooper Rd,Norristown,US,Pennsylvania,40.131535,-75.40094,Restaurant and Pizza Place,0,25
Mama Roma's Pizza X-Press,3904 N 1st Ave,Evansville,US,Indiana,38.014819,-87.574572,Restaurant and Pizza Place,0,25
Lena's Wood-Fire Pizza & Tap,401 E Braddock Rd,Alexandria,US,Virginia,38.81344473,-77.05597696,Traditional Pizza Place,0,25
Bellagios Pizza,10001 SW Nimbus Ave,Portland,US,Oregon,45.447275,-122.789648,Restaurant and Pizza Place,0,25
Bellagios Pizza,9055 Sw Barbur Blvd,Portland,US,Oregon,45.459426,-122.708536,Restaurant and Pizza Place,0,25
Proto's Pizza,50 2nd Ave,New York,US,New York,40.725307,-73.989947,Restaurant and Pizza Place,0,25
Papa Murphy's Pizza,1500 145th PL SE,Bellevue,US,Washington,47.596796,-122.149314,Restaurant and Pizza Place,0,25
Hungry Howie's Pizza,366 Waterloo Rd,Akron,US,Ohio,41.028853,-81.513656,Restaurant and Pizza Place,25,40
Caliente Pizza and Draft House,329 Castle Shannon Blvd,Pittsburgh,US,Pennsylvania,40.376106,-80.036625,Restaurant and Pizza Place,0,25
Westshore Pizza XIV,1969 Drew St,Clearwater,US,Florida,27.9677018,-82.75553584,Traditional Pizza Place,0,25
Main St. Pizza,1906 N Main Ave,San Antonio,US,Texas,29.44742758,-98.49405706,Italian Restaurant,0,25
Gino & Joe's Pizza,400 Main St,Buffalo,US,New York,42.88525446,-78.87497322,Traditional Pizza Place,0,25
Ray's Pizza,350 E Bell Rd,Phoenix,US,Arizona,33.64175,-112.069405,Restaurant and Pizza Place,0,25
Chicago's Pizza and Pasta,1919 W Montrose Ave,Chicago,US,Illinois,41.96149721,-87.67677132,Traditional Pizza Place,25,40
J.B. Alberto's Pizza,1324 W Morse Ave,Chicago,US,Illinois,42.00793,-87.66483,Restaurant and Pizza Place,0,25
Stella Barra Pizzeria,1954 N Halsted St,Chicago,US,Illinois,41.917618,-87.64851,Italian Restaurant,40,55
Pegasus Pizza,2758 Alki Ave SW,Seattle,US,Washington,47.5786,-122.4115,Restaurant and Pizza Place,25,40
Mombo's Pizza,1880 Mendocino Ave,Santa Rosa,US,California,38.45832,-122.7168,Restaurant and Pizza Place,0,25
Niki's Pizza and Pasta,508 N Bell Blvd,Cedar Park,US,Texas,30.51521712,-97.82589885,Traditional Pizza Place,0,25
Little Caesars Pizza,2210 Edgewood Rd SW Ste 500,Cedar Rapids,US,Iowa,41.95758,-91.71659,Restaurant and Pizza Place,0,25
Ruckus Pizza Pasta & Spirits,2025 Renaissance Park Pl,Cary,US,North Carolina,35.826122,-78.77087,Restaurant and Pizza Place,0,25
Ogle's Brick Oven Pizza,201 Oglewood Ln,Gatlinburg,US,Tennessee,35.72038292,-83.4984109,Traditional Pizza Place,0,25
Cosmos Restaurant,980 Trenton Rd,Fairless Hills,US,Pennsylvania,40.187706,-74.82806,Italian Restaurant,25,40
Manhattan Pizza,25042 Riding Plz,Chantilly,US,Virginia,38.92428453,-77.5190882,Restaurant and Pizza Place,0,25
Italian Village Pizza,275 S Chickasaw Trl,Orlando,US,Florida,28.539877,-81.27588,Italian Restaurant,0,25
Detroit Style Pizza,28630 Harper Ave,Saint Clair Shores,US,Michigan,42.504138,-82.89802,Restaurant and Pizza Place,0,25
Cosimos Restaurant & Bar,100 Route 32,Central Valley,US,New York,41.32077786,-74.12579386,Italian Restaurant,25,40
Main Street Pizza & Cafe,238 Main St,Poughkeepsie,US,New York,41.70390556,-73.92775287,Italian Restaurant,0,25
La Bella Pizza Bistro,194 Main St,New Paltz,US,New York,41.74558177,-74.07830924,Traditional Pizza Place,0,25
Planet Pizza,126 Windemere Rd,Greenwood Lake,US,New York,41.225893,-74.290764,Traditional Pizza Place,0,25
Giacomo's Pizza,3434 North Rd,Poughkeepsie,US,New York,41.724173,-73.93110912,Traditional Pizza Place,0,25
Avanti Italian Restaurant & Pizzeria,1581 Route 202,Pomona,US,New York,41.1823027,-74.04695216,Traditional Pizza Place,0,25
Famous Famiglia,686 8th Ave,New York,US,New York,40.758102,-73.98905,Restaurant and Pizza Place,0,25
Martino's Pizza,22 E Main St,East Islip,US,New York,40.73105,-73.189884,Traditional Pizza Place,0,25
Slice,4235 Green Bay Rd,Kenosha,US,Wisconsin,42.598385,-87.87987,Restaurant and Pizza Place,0,25
Papa Joe's,814 Cape Coral Pkwy E,Cape Coral,US,Florida,26.562656,-81.95717,Italian Restaurant,25,40
Louie's Pizza,333 N Tejon St,Colorado Springs,US,Colorado,38.83927,-104.82276,Restaurant and Pizza Place,0,25
Gino's East,2801 N Lincoln Ave,Chicago,US,Illinois,41.932777,-87.65895,Italian Restaurant,25,40
Panino's,3702 N Broadway St,Chicago,US,Illinois,41.949273,-87.648615,Italian Restaurant,0,25
Ranalli's,1512 W Berwyn Ave,Chicago,US,Illinois,41.978075,-87.66882984,Italian Restaurant,0,25
Rosati's Pizza,9432 S Power Rd,Higley,US,Arizona,33.363197,-111.687682,Restaurant and Pizza Place,0,25
Salerno's Restaurant,1201 W Grand Ave,Chicago,US,Illinois,41.89086,-87.65759,Restaurant and Pizza Place,0,25
Rosselli's Pizza,1667 Ooltewah Ringgold Rd,Ooltewah,US,Tennessee,34.99892556,-85.09614944,Traditional Pizza Place,0,25
LAMP Pizzeria,8900 E Pinnacle Peak Rd,Scottsdale,US,Arizona,33.70006249,-111.8886217,Traditional Pizza Place,0,25
A & J Pizza,7137 Austin St,Forest Hills,US,New York,40.7198,-73.84328,Italian Restaurant,0,25
Dimeo's Pizzeria,1901 West St,Annapolis,US,Maryland,38.9798,-76.5238,Italian Restaurant,0,25
Mancino's,1606 S Scatterfield Rd,Anderson,US,Indiana,40.100304,-85.65148,Restaurant and Pizza Place,0,25
Benito's Cafe,24270 Novi Rd,Novi,US,Michigan,42.46747588,-83.47447976,Traditional Pizza Place,0,25
Napoli Restaurant,5266 Beechnut St,Houston,US,Texas,29.689463,-95.475395,Italian Restaurant,25,40
Tommy J's Pizza Cafe,1000 W 3rd St,Anderson,US,Indiana,40.11294532,-85.69191858,Restaurant and Pizza Place,0,25
Cara Mia Brick Oven Pizza & Restaurant,257 Echo Ave,Sound Beach,US,New York,40.95102792,-72.98250549,Traditional Pizza Place,0,25
Blue Highway Pizzeria,2130 E Silver Springs Blvd,Ocala,US,Florida,29.186539,-82.10923,Restaurant and Pizza Place,25,40
Johnny's Pizza,24 Old Jackson Rd,McDonough,US,Georgia,33.42767927,-84.09800905,Traditional Pizza Place,0,25
Amantes,21 Liberty Rd,Sykesville,US,Maryland,39.42279793,-76.9965243,Italian Restaurant,25,40
Giuseppes,935 Sebastian Blvd,Sebastian,US,Florida,27.78432616,-80.49202693,Italian Restaurant,25,40
George's Pizza,2920 E Florida Ave,Hemet,US,California,33.74835837,-116.9407568,Restaurant and Pizza Place,0,25
Angelina's Pizzeria & Italian Eatery,2687 S Woodland Blvd,DeLand,US,Florida,28.98059308,-81.29700796,Italian Restaurant,25,40
Villa Nova Pizza,6821 Pershing Rd,Berwyn,US,Illinois,41.82121009,-87.79370886,Traditional Pizza Place,0,25
Fratelli's Pizza,119 W Phoenix Ave,Flagstaff,US,Arizona,35.196922,-111.65171,Restaurant and Pizza Place,0,25
Green Lantern Pizza,41160 Hayes Rd,Clinton Township,US,Michigan,42.59836166,-82.97165383,Traditional Pizza Place,0,25
Lucy's Pizza,26 S Highland Ave,Ossining,US,New York,41.160797,-73.86141,Restaurant and Pizza Place,0,25
Salvatore's Old Fashioned Pizzeria / Arthur Treacher's,240 W Commercial St,East Rochester,US,New York,43.11397207,-77.49014662,Traditional Pizza Place,0,25
Brio's Pizzeria & Restaurant,68 Main St,Phoenicia,US,New York,42.0832,-74.313736,Restaurant and Pizza Place,0,25
Gourmet Pizza Shoppe,13661 Calimesa Blvd,Yucaipa,US,California,34.00538296,-117.0625448,Traditional Pizza Place,0,25
Seve-n-Dots Publik Pizza Place,40 E Louther St,Carlisle,US,Pennsylvania,40.20265,-77.18766,Restaurant and Pizza Place,0,25
Petrinos Pizza,12719 Riley St,Holland,US,Michigan,42.82705857,-86.09643502,Traditional Pizza Place,0,25
Palio's Pizza Cafe,6405 Eldorado Pkwy,McKinney,US,Texas,33.17351,-96.70048,Restaurant and Pizza Place,25,40
Chefs of New York Pizzeria,508 Larkfield Rd,East Northport,US,New York,40.86336322,-73.32149595,Italian Restaurant,0,25
Michael's Pizza,500 N Carpenter Rd,Modesto,US,California,37.643861,-121.029972,Traditional Pizza Place,0,25
Italian Delight,2052 Sproul Rd,Broomall,US,Pennsylvania,39.96698,-75.35975,Restaurant and Pizza Place,0,25
Brick Oven Pizza,111 E 800 N,Provo,US,Utah,40.24472407,-111.6563812,Traditional Pizza Place,0,25
Love At First Slice,36601 Newark Blvd,Newark,US,California,37.538795,-122.034065,Restaurant and Pizza Place,25,40
Johnny's pizza,2445 Salem Rd SE,Conyers,US,Georgia,33.62386921,-83.97796314,Traditional Pizza Place,0,25
Papa Joe's Italian Restaurant,14459 S La Grange Rd,Orland Park,US,Illinois,41.62616192,-87.8532274,Italian Restaurant,25,40
Frankie & Louie's,414 Willett Ave,Port Chester,US,New York,41.00844325,-73.66136715,Italian Restaurant,25,40
Giordano's Pilsen,1401 W 18th St,Chicago,US,Illinois,41.857716,-87.6615,Restaurant and Pizza Place,0,25
Grassano's,5651 W 87th St,Oak Lawn,US,Illinois,41.73383061,-87.76301187,Traditional Pizza Place,0,25
Frank's Pizza,1001 W County Line Rd,Hatboro,US,Pennsylvania,40.19996961,-75.11923313,Traditional Pizza Place,0,25
Esposito's,18 Broadway,Valhalla,US,New York,41.07375,-73.77243,Italian Restaurant,25,40
Martellucci's Pizzeria,1419 Easton Ave,Bethlehem,US,Pennsylvania,40.63235421,-75.36828965,Italian Restaurant,0,25
Pizzeria La Gitana,309 E Yelm Ave,Yelm,US,Washington,46.93996774,-122.6035798,Traditional Pizza Place,0,25
Big Cheese,41070 California Oaks Rd,Murrieta,US,California,33.56399219,-117.2037489,Traditional Pizza Place,0,25
Pizza Haven,4942 Broadway,New York,US,New York,40.867634,-73.92087,Italian Restaurant,0,25
Jo-Jo's,3823 Union Deposit Rd,Harrisburg,US,Pennsylvania,40.27948073,-76.82726344,Traditional Pizza Place,0,25
The Pizza Parlor,2810 Business Center Dr,Pearland,US,Texas,29.556607,-95.39258415,Italian Restaurant,0,25
Pizza Love,3407 Montrose Blvd,Houston,US,Texas,29.74201,-95.39125,Restaurant and Pizza Place,0,25
Mancino's Pizza,37632 Ford Rd,Westland,US,Michigan,42.323948,-83.41109,Restaurant and Pizza Place,0,25
Big Woody's Pizza,702 Hanover Ave,Allentown,US,Pennsylvania,40.61521,-75.44467,Restaurant and Pizza Place,0,25
Johnnys Pizza Covington,10176 Carlin Dr,Covington,US,Georgia,33.5703254,-83.85186577,Traditional Pizza Place,0,25
Angelo's Pizzeria & Restaurant,324 Aurora Commons Cir,Aurora,US,Ohio,41.316,-81.3577,Restaurant and Pizza Place,0,25
Inatteso Pizzabar Casano,28 West St,New York,US,New York,40.70575,-74.017,Others,25,40
Kelsey's Pizzeria,2845 Garden St,Titusville,US,Florida,28.614673,-80.83837978,Italian Restaurant,0,25
Giardini Pizza,363 Smith St,Brooklyn,US,New York,40.6795046,-73.995379,Traditional Pizza Place,0,25
Bazbeaux Pizza,111 W Main St,Carmel,US,Indiana,39.9782,-86.12872,Restaurant and Pizza Place,25,40
Roberta's Pizza,261 Moore St,Brooklyn,US,New York,40.70508,-73.93359,American Restaurant,25,40
Sergeant Pepperoni's,4618 Kingston Pike,Knoxville,US,Tennessee,35.9409,-83.98118,Others,0,25
Settebello Pizzeria,260 S 200 W,Salt Lake City,US,Utah,40.763393,-111.89705,Restaurant and Pizza Place,25,40
Bucceto's Smiling Teeth – East,115 S State Road 46,Bloomington,US,Indiana,39.16566407,-86.4985664,Italian Restaurant,0,25
Brothers Pizza,401 N Great Neck Rd,Virginia Beach,US,Virginia,36.84584086,-76.04914895,Traditional Pizza Place,25,40
Venezia's Pizzeria,27 E Southern Ave,Tempe,US,Arizona,33.3914628,-111.9386673,Italian Restaurant,0,25
Original Bay Goodman Pizza,667 Titus Ave,Rochester,US,New York,43.210414,-77.59874,Restaurant and Pizza Place,0,25
Captain's Pizzeria & Restaurant,1056 Morris Park Ave,Bronx,US,New York,40.848698,-73.854256,Italian Restaurant,0,25
Napolese Artisanal Pizzeria,30 S Meridian St,Indianapolis,US,Indiana,39.7662565,-86.15818333,Traditional Pizza Place,25,40
Papa Murphy's,302 S 700 E,Salt Lake City,US,Utah,40.762771,-111.871122,Restaurant and Pizza Place,0,25
Flatbread,1044 E 2100 S,Salt Lake City,US,Utah,40.7254,-111.8612,Restaurant and Pizza Place,25,40
Classic Pizza & Sports Bar,742 N State St,Westerville,US,Ohio,40.1449395,-82.92282486,Others,0,25
A Brooklyn Pizzeria,6171 Mission Gorge Rd,San Diego,US,California,32.78716,-117.09773,Restaurant and Pizza Place,0,25
Flippers Pizzeria,5770 W Irlo Bronson Memorial Hwy,Kissimmee,US,Florida,28.33155088,-81.51622775,Traditional Pizza Place,25,40
Elliott Bay Pizza & Pub,800 164th St SE,Bothell,US,Washington,47.849423,-122.220494,Traditional Pizza Place,0,25
Three Brothers Italian Restaurant,13600 Baltimore Ave,Laurel,US,Maryland,39.07762549,-76.8706727,Italian Restaurant,0,25
Dominic's 1 Pizza & Pasta,8177 Glades Rd,Boca Raton,US,Florida,26.36916678,-80.17265455,Italian Restaurant,25,40
Dean Anthony's,357 N Congress Ave,Boynton Beach,US,Florida,26.52898394,-80.09236955,Traditional Pizza Place,0,25
Sal's Pizzeria,1608 Pleasure House Rd,Virginia Beach,US,Virginia,36.89563038,-76.14023106,Traditional Pizza Place,0,25
All Around Pizzas & Subs,3501 Holland Rd,Virginia Beach,US,Virginia,36.80956345,-76.09375477,Traditional Pizza Place,0,25
Melo's Pizza & Pasta,664 San Ramon Valley Blvd,Danville,US,California,37.8127556,-121.9945755,Others,0,25
Michael's Pizza,2629 Beaver Ave,Des Moines,US,Iowa,41.61882,-93.67224,Restaurant and Pizza Place,25,40
Marina's Pizza,12121 W Linebaugh Ave,Tampa,US,Florida,28.05645858,-82.62423635,Italian Restaurant,0,25
Marco's Pizza,6234 S 27th St,Milwaukee,US,Wisconsin,42.93175,-87.94862,Restaurant and Pizza Place,0,25
Baci Pizza & Subs,760 Barnes Blvd,Rockledge,US,Florida,28.29561433,-80.7370019,Italian Restaurant,0,25
Aromas Pizza,350 Saint Peter St,Saint Paul,US,Minnesota,44.94469579,-93.0951249,Traditional Pizza Place,0,25
Pino's Pizza - Woodbury,2110 Eagle Creek Ln,Saint Paul,US,Minnesota,44.91838038,-92.901958,Traditional Pizza Place,0,25
Toni Pepperoni,4224 Maple Rd,Buffalo,US,New York,42.99236,-78.80467,American Restaurant,0,25
Gigio's Pizzeria of Evanston,1001 Davis St,Evanston,US,Illinois,42.04713871,-87.6850422,Traditional Pizza Place,25,40
Riggio's Restaurant & Pizzeria,7530 W Oakton St,Niles,US,Illinois,42.02602,-87.81557,Traditional Pizza Place,0,25
Leonardo's,16505 SE 1st St,Vancouver,US,Washington,45.62084556,-122.502446,Traditional Pizza Place,0,25
Papa Murphy's - Murray Blvd,6111 SW Murray Blvd,Beaverton,US,Oregon,45.475564,-122.826997,Others,0,25
Muddy Rudder Public House,8195 SE 7th Ave,Portland,US,Oregon,45.46421446,-122.6592643,Clubs,0,25
A Dough Re Mi,2700 N Highway 17,Mount Pleasant,US,South Carolina,32.85493178,-79.80395794,Traditional Pizza Place,0,25
LA Gourmet Pizza,2709 McKinney Ave,Dallas,US,Texas,32.79818,-96.80163,Italian Restaurant,0,25
Piesano's Stone Fired Pizza,1250 W University Ave,Gainesville,US,Florida,29.652077,-82.33833,Traditional Pizza Place,0,25
Tony & Tina's Pizza,2483 Arthur Ave,Bronx,US,New York,40.85740366,-73.88597841,Traditional Pizza Place,0,25
Mr. Z's -New Town,2798 N Roosevelt Blvd,Key West,US,Florida,24.56575,-81.77254,Restaurant and Pizza Place,0,25
Sugo Osteria,12505 Park Potomac Ave,Potomac,US,Maryland,39.06036302,-77.15697858,Italian Restaurant,25,40
Big Louie's Pizzeria,380 N Park Rd,Hollywood,US,Florida,26.013156,-80.1758321,Traditional Pizza Place,0,25
Canta Napoli Pizzeria & Ristorante,90 E Busse Ave,Mount Prospect,US,Illinois,42.06443682,-87.93555074,Italian Restaurant,0,25
Vintage Pizzeria,5434 Peachtree Rd,Atlanta,US,Georgia,33.89318,-84.29999,Italian Restaurant,25,40
Carmelo's Italian Pizza,3555 68th St SE,Caledonia,US,Michigan,42.84164,-85.577,Restaurant and Pizza Place,25,40
Hungry Howie's Pizza,3515 W Union Hills Dr,Glendale,US,Arizona,33.65380627,-112.1358123,Traditional Pizza Place,25,40
Lucky's Pizza,6630 W Cactus Rd,Glendale,US,Arizona,33.59623,-112.2008,Restaurant and Pizza Place,0,25
Spin,259 Peters St SW,Atlanta,US,Georgia,33.74759,-84.40173,Restaurant and Pizza Place,40,55
Papa John's Pizza,2650 King Rd,Frisco,US,Texas,33.15326382,-96.85514215,Traditional Pizza Place,0,25
Ardmore Pizza,10 Rittenhouse Pl,Ardmore,US,Pennsylvania,40.00662,-75.2895,Restaurant and Pizza Place,0,25
Bella Italia Pizzeria,12 E Lancaster Ave,Ardmore,US,Pennsylvania,40.007348,-75.290395,Italian Restaurant,25,40
Not Just Pizza,1030 N American St,Philadelphia,US,Pennsylvania,39.967197,-75.141014,American Restaurant,0,25
FreshCrust Trattoria,1060 Lynnhaven Pkwy Ste 106,Virginia Beach,US,Virginia,36.80495,-76.07994,Restaurant and Pizza Place,25,40
Dina's Pizza & Pub,5701 Memphis Ave,Cleveland,US,Ohio,41.43994,-81.72634,Restaurant and Pizza Place,25,40
Mario's Pizza & Restaurant,118 Mamaroneck Ave,White Plains,US,New York,41.02988222,-73.76554,Traditional Pizza Place,0,25
Patsy's Pizzeria,206 E 60th St,New York,US,New York,40.761856,-73.965675,Italian Restaurant,25,40
Flippin' Pizza Annandale,6544 Little River Tpke,Alexandria,US,Virginia,38.82250892,-77.16075872,Traditional Pizza Place,0,25
Pulcinella Pizza,1119 W Drake Rd,Fort Collins,US,Colorado,40.55212566,-105.0973033,Traditional Pizza Place,0,25
Some Guys Pizza,6235 Allisonville Rd,Indianapolis,US,Indiana,39.86991,-86.0955,Italian Restaurant,25,40
Villa Pizza,3385 S Durango Dr,Las Vegas,US,Nevada,36.12819135,-115.279723,Traditional Pizza Place,0,25
Vito's Express,11000 Owings Mills Blvd,Owings Mills,US,Maryland,39.4239,-76.78,Restaurant and Pizza Place,0,25
Aubree's Northville,20420 Haggerty Rd,Northville,US,Michigan,42.43673068,-83.43467653,Others,25,40
Amore Pizzeria & Pasta,575 Main St,Armonk,US,New York,41.13186316,-73.71264857,Italian Restaurant,25,40
Sal's Pizza & Pasta,201 Marble Ave,Pleasantville,US,New York,41.12614435,-73.78538132,Italian Restaurant,0,25
Napoli's Pizza,594 Crescent St,Brooklyn,US,New York,40.67296847,-73.87084187,Others,0,25
Brick Oven Pizza 33,268 W 23rd St,New York,US,New York,40.74525473,-73.99818524,Traditional Pizza Place,0,25
LJ Pizza,754 10th Ave,New York,US,New York,40.7654,-73.9909,Restaurant and Pizza Place,0,25
Amici's,1160 Grant St,Birmingham,US,Michigan,42.53845,-83.20988,Restaurant and Pizza Place,0,25
JJ's Pizza,1952 Ford Ave,Wyandotte,US,Michigan,42.214,-83.1759,Restaurant and Pizza Place,0,25
Pizza Factory,1101 Wayne Ave,Dayton,US,Ohio,39.75114,-84.17597,Restaurant and Pizza Place,0,25
Papa Murphy's Pizza,2130 E 62nd St,Indianapolis,US,Indiana,39.869098,-86.124765,Restaurant and Pizza Place,0,25
Papa Murphy's Pizza,5945 Crawfordsville Rd,Indianapolis,US,Indiana,39.797291,-86.263794,Restaurant and Pizza Place,0,25
Papa Murphy's,1950 E Greyhound Pass,Carmel,US,Indiana,40.004602,-86.125084,Restaurant and Pizza Place,0,25
Papa Murphy's,3291 Truxel Rd,Sacramento,US,California,38.627081,-121.498448,Restaurant and Pizza Place,0,25
Sbarro,2800 W Big Beaver Rd,Troy,US,Michigan,42.561436,-83.183863,Restaurant and Pizza Place,0,25
Sbarro,205 W Blackstock Rd,Spartanburg,US,South Carolina,34.939526,-81.9949,Restaurant and Pizza Place,0,25
Sbarro,7875 Montgomery Rd,Cincinnati,US,Ohio,39.204368,-84.377994,Restaurant and Pizza Place,0,25
Guido's Premium Pizza,3999 Centerpoint Pkwy,Pontiac,US,Michigan,42.6066,-83.24873,Restaurant and Pizza Place,0,25
Domenick's Pizza,8774 Sutphin Blvd,Jamaica,US,New York,40.70518587,-73.809423,Italian Restaurant,0,25
Bene Restaurant & Pizzeria,157 Prospect Park SW,Brooklyn,US,New York,40.654808,-73.97359,Restaurant and Pizza Place,0,25
V.I. Pizza,55 Covert Ave,Floral Park,US,New York,40.721558,-73.68864,Restaurant and Pizza Place,0,25
Riverfront Pizza + Speciality,6281 Western Ave,Glen Arbor,US,Michigan,44.89760147,-85.98467231,Others,0,25
La Pizzeria Italian,373 E Campbell Ave,Campbell,US,California,37.287175,-121.94331,Traditional Pizza Place,25,40
Sammy's Woodfired Pizza & Grill,12925 El Camino Real,San Diego,US,California,32.95234633,-117.2325325,Traditional Pizza Place,25,40
Pauline's Pizza & Wine Bar,260 Valencia St,San Francisco,US,California,37.768718,-122.422451,Others,0,25
zpizza,833 Mission St,San Francisco,US,California,37.78337,-122.405426,Restaurant and Pizza Place,0,25
Joe's Pizza of the Village,349 5th Ave,Brooklyn,US,New York,40.671802,-73.984187,Traditional Pizza Place,0,25
Antonio's Pizzeria,318 Flatbush Ave,Brooklyn,US,New York,40.67703,-73.97234,Italian Restaurant,0,25
Joe's Fleetwood Pizzeria,9 Broad St,Mount Vernon,US,New York,40.92622434,-73.83640766,Others,0,25
Santucci's Square Pizza,901 S 10th St,Philadelphia,US,Pennsylvania,39.9391921,-75.15932351,Traditional Pizza Place,25,40
Tony's Pizza,514 W Lodi Ave,Lodi,US,California,38.12921632,-121.2795993,Traditional Pizza Place,0,25
Streets Of New York,1959 S Signal Butte Rd,Mesa,US,Arizona,33.379707,-111.60158,Italian Restaurant,0,25
Murray's in a Hurry,3940 Peachtree Industrial Blvd,Duluth,US,Georgia,33.98561,-84.17047,Italian Restaurant,0,25
Lucianos,1050 Elden St,Herndon,US,Virginia,38.96776208,-77.397102,Italian Restaurant,25,40
Luigi's Pizza & Pasta,3005 Mount Carmel Ave,Glenside,US,Pennsylvania,40.11312,-75.16852,Restaurant and Pizza Place,0,25
TD Alfredos,468 Nutt Rd,Phoenixville,US,Pennsylvania,40.12818,-75.52491,Restaurant and Pizza Place,0,25
Paisano's Pizza,1270 Holden Ave,Orlando,US,Florida,28.49433119,-81.39615292,Italian Restaurant,0,25
Domani Pizzeria And Restaurant,1515 Queen Anne Ave N,Seattle,US,Washington,47.6324,-122.357,Restaurant and Pizza Place,0,25
Alger's Pizza Palace,106 1st St SW,Mount Vernon,US,Iowa,41.9222,-91.4171,Restaurant and Pizza Place,0,25
Pizza Lucé,800 W 66th St,Minneapolis,US,Minnesota,44.88345356,-93.28989885,Traditional Pizza Place,25,40
Apollo's Flame Baked Pizza & More,9410 W Broad St,Henrico,US,Virginia,37.63852843,-77.55400295,Traditional Pizza Place,0,25
Candela's Pizzeria and Italiano,2021 Huguenot Rd,Richmond,US,Virginia,37.5213,-77.6137,Restaurant and Pizza Place,0,25
Bassano's Pizzeria,10970 State Bridge Rd,Alpharetta,US,Georgia,34.04791,-84.22408,Italian Restaurant,0,25
Chino Hills Pizza Company,14550 Pipeline Ave,Chino,US,California,33.988522,-117.716086,Traditional Pizza Place,0,25
Buon Giorno,6860 Dogwood Rd,Windsor Mill,US,Maryland,39.32273469,-76.7490809,Traditional Pizza Place,0,25
Nick's Pizza Ristorante,2300 Harbor Blvd,Costa Mesa,US,California,33.657205,-117.919052,Italian Restaurant,0,25
First Class Pizza,18671 Brookhurst St,Fountain Valley,US,California,33.6918,-117.9542,American Restaurant,0,25
Scarsdale Pizza Station,844 Scarsdale Ave,Scarsdale,US,New York,40.985848,-73.809012,Restaurant and Pizza Place,0,25
Jethroni Pepperoni,3221 Adventureland Dr,Altoona,US,Iowa,41.65891,-93.49731,Italian Restaurant,25,40
Mama Mia's Pizzeria,1345 W Granada Blvd,Ormond Beach,US,Florida,29.26261,-81.10836,Italian Restaurant,0,25
Uncle Al's Pizza,27093 Bagley Rd,Olmsted Falls,US,Ohio,41.37199,-81.942665,Restaurant and Pizza Place,0,25
Villa Nova Pizzeria,134 E Buffalo St,New Buffalo,US,Michigan,41.79507,-86.74201,Restaurant and Pizza Place,0,25
Spatola's Pizza,86 S Main St,New Hope,US,Pennsylvania,40.361576,-74.950386,Traditional Pizza Place,0,25
Papa John's Pizza,1000 Cooper St,Woodbury,US,New Jersey,39.828326,-75.12422,Restaurant and Pizza Place,0,25
Christy's Pizza,15 E Church St,Newark,US,Ohio,40.05905,-82.40235,Restaurant and Pizza Place,0,25
Di Piazza Italian Restraurant,1408 W 49th St,Hialeah,US,Florida,25.86636778,-80.31123207,Italian Restaurant,25,40
Aurelio's Pizza - Hammond,4226 Calumet Ave,Hammond,US,Indiana,41.6364965,-87.5091621,Italian Restaurant,0,25
Papa Severio's Pizzeria,1480 N Orchard Rd,Aurora,US,Illinois,41.78612314,-88.37618748,Traditional Pizza Place,0,25
Marys Pizza And Pasta,876 Connetquot Ave,Islip Terrace,US,New York,40.76633264,-73.17540127,Traditional Pizza Place,0,25
Papa John's Pizza,18442 Highway 105 W,Montgomery,US,Texas,30.3799,-95.6468,Restaurant and Pizza Place,0,25
Goodfellas Pizza,3668 Lake Tahoe Blvd,South Lake Tahoe,US,California,38.94855,-119.9565,Restaurant and Pizza Place,0,25
Groovy's Pizza,332 Lincoln Rd,Miami Beach,US,Florida,25.790684,-80.13141,Restaurant and Pizza Place,25,40
Big Pie in the Sky Pizzeria,2090 Baker Rd NW,Kennesaw,US,Georgia,34.0492815,-84.61146355,Italian Restaurant,25,40
Talarico's,4718 California Ave SW,Seattle,US,Washington,47.560501,-122.3864,Others,25,40
Rosati's,3605 Davis Dr,Morrisville,US,North Carolina,35.82115846,-78.84954779,Italian Restaurant,0,25
Vincenzo's Pizza,2955 Cochran St,Simi Valley,US,California,34.281553,-118.7393079,Traditional Pizza Place,0,25
Napoli's Pizza,930 Lake Ave,Woodstock,US,Illinois,42.3039372,-88.43380286,Traditional Pizza Place,0,25
